1.000000	0.000000
0.029716	0.400000
-0.123692	0.800000
0.255082	1.200000
0.428464	1.600000
0.305200	2.000000
0.348802	2.400000
0.445399	2.800000
0.372495	3.200000
0.305120	3.600000
0.285765	4.000000
0.244895	4.400000
0.189619	4.800000
0.146887	5.200000
0.123431	5.600000
0.095923	6.000000
0.067699	6.400000
0.054587	6.800000
0.042752	7.200000
0.029234	7.600000
0.022575	8.000000
0.017584	8.400000
0.012004	8.800000
0.008990	9.200000
0.006878	9.600000
0.004718	10.000000
0.003485	10.400000
0.002609	10.800000
0.001787	11.200000
0.001318	11.600000
0.000971	12.000000
0.000657	12.400000
0.000486	12.800000
0.000356	13.200000
0.000237	13.600000
0.000175	14.000000
0.000128	14.400000
0.000084	14.800000
0.000062	15.200000
0.000046	15.600000
0.000030	16.000000
0.000022	16.400000
0.000016	16.800000
0.000010	17.200000
0.000008	17.600000
0.000005	18.000000
0.000004	18.400000
0.000003	18.800000
0.000002	19.200000
0.000001	19.600000
0.000001	20.000000
0.000001	20.400000
0.000000	20.800000
0.000000	21.200000
0.000000	21.600000
0.000000	22.000000
0.000000	22.400000
0.000000	22.800000
0.000000	23.200000
0.000000	23.600000
0.000000	24.000000
0.000000	24.400000
0.000000	24.800000
0.000000	25.200000
0.000000	25.600000
0.000000	26.000000
0.000000	26.400000
0.000000	26.800000
0.000000	27.200000
0.000000	27.600000
0.000000	28.000000
0.000000	28.400000
0.000000	28.800000
0.000000	29.200000
0.000000	29.600000
0.000000	30.000000
0.000000	30.400000
0.000000	30.800000
0.000000	31.200000
0.000000	31.600000
0.000000	32.000000
0.000000	32.400000
0.000000	32.800000
0.000000	33.200000
0.000000	33.600000
0.000000	34.000000
0.000000	34.400000
0.000000	34.800000
0.000000	35.200000
0.000000	35.600000
0.000000	36.000000
0.000000	36.400000
0.000000	36.800000
0.000000	37.200000
0.000000	37.600000
0.000000	38.000000
0.000000	38.400000
0.000000	38.800000
0.000000	39.200000
0.000000	39.600000
0.000000	40.000000
0.000000	40.400000
0.000000	40.800000
0.000000	41.200000
0.000000	41.600000
0.000000	42.000000
0.000000	42.400000
0.000000	42.800000
0.000000	43.200000
0.000000	43.600000
0.000000	44.000000
0.000000	44.400000
0.000000	44.800000
0.000000	45.200000
0.000000	45.600000
0.000000	46.000000
0.000000	46.400000
0.000000	46.800000
0.000000	47.200000
0.000000	47.600000
0.000000	48.000000
0.000000	48.400000
0.000000	48.800000
0.000000	49.200000
0.000000	49.600000
0.000000	50.000000
0.000000	50.400000
0.000000	50.800000
0.000000	51.200000
0.000000	51.600000
0.000000	52.000000
0.000000	52.400000
0.000000	52.800000
0.000000	53.200000
0.000000	53.600000
0.000000	54.000000
0.000000	54.400000
0.000000	54.800000
0.000000	55.200000
0.000000	55.600000
0.000000	56.000000
0.000000	56.400000
0.000000	56.800000
0.000000	57.200000
0.000000	57.600000
0.000000	58.000000
0.000000	58.400000
0.000000	58.800000
0.000000	59.200000
0.000000	59.600000
0.000000	60.000000
0.000000	60.400000
0.000000	60.800000
0.000000	61.200000
0.000000	61.600000
0.000000	62.000000
0.000000	62.400000
0.000000	62.800000
0.000000	63.200000
0.000000	63.600000
0.000000	64.000000
0.000000	64.400000
0.000000	64.800000
0.000000	65.200000
0.000000	65.600000
0.000000	66.000000
0.000000	66.400000
0.000000	66.800000
0.000000	67.200000
0.000000	67.600000
0.000000	68.000000
0.000000	68.400000
0.000000	68.800000
0.000000	69.200000
0.000000	69.600000
0.000000	70.000000
0.000000	70.400000
0.000000	70.800000
0.000000	71.200000
0.000000	71.600000
0.000000	72.000000
0.000000	72.400000
0.000000	72.800000
0.000000	73.200000
0.000000	73.600000
0.000000	74.000000
0.000000	74.400000
0.000000	74.800000
0.000000	75.200000
0.000000	75.600000
0.000000	76.000000
0.000000	76.400000
0.000000	76.800000
0.000000	77.200000
0.000000	77.600000
0.000000	78.000000
0.000000	78.400000
0.000000	78.800000
0.000000	79.200000
0.000000	79.600000
0.000000	80.000000
0.000000	80.400000
0.000000	80.800000
0.000000	81.200000
0.000000	81.600000
0.000000	82.000000
0.000000	82.400000
0.000000	82.800000
0.000000	83.200000
0.000000	83.600000
0.000000	84.000000
0.000000	84.400000
0.000000	84.800000
0.000000	85.200000
0.000000	85.600000
0.000000	86.000000
0.000000	86.4000
